LRD,Region,Rano Base Code,Administrative Status,Site Type,Cabin Id,DC Battery Name,Is the Battery visible,If not visible,Battery Brand,Battery Brand Others,Battery Model,Battery Model Others,Battery Capacity (Ah),Battery Voltage (Volt),Total Current Load,Total bank (Quantity),Number of Battery Cell/ Quantity,Battery Technology,Battery Hardening (Enhance Safety Request),Last Installation Date (DD/MM/YYYY),Battery Protection,Battery Cable Size,Battery Cable Type,Warranty End Date (DD/MM/YYYY),Battery Protection Capacity,Lithium battery alarm (4+7),Incomplete Parameter,Incomplete LRD
LRD2060,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,GFMJ-400A,,400,2 volt,,1,4,VRLA,No Hardening,,,,,,,,,
LRD2061,EASTERN,BASE10,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,42,2,8,VRLA,T5 Metal Plate,,,,2/5/2020 0:00,,,,,
LRD2062,NORTHERN,BASE13,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,93.7,3,12,VRLA,Battery Concrete Bar,,,,2/1/2018 0:00,,,,,
LRD2066,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,84.9,2,8,VRLA,Battery Concrete Bar,,,,04/14/19 00:00,,,,,
LRD2067,CENTRAL,BASE9,Active,Rooftop,Cabin-01,Battery-01,Yes,,Sonnenschein,,OPzV 1000,,1000,2 volt,86.9,1,24,VRLA,No Hardening,,,,,,,,,
LRD2069,EASTERN,BASE10,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2076,SABAH,BASE33,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,46,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD2077,SABAH,BASE23,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,GFMJ-600A,,600,2 volt,,1,24,VRLA,,,,,,,,,,
LRD2080,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,GFMJ-600A,,600,2 volt,66.4,1,24,VRLA,Others,,,,,,,,,
LRD2087,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,60,2,8,VRLA,Battery Concrete Bar,,,,03/16/18 00:00,,,,,
LRD2088,EASTERN,BASE27,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT155S,,155,12 volt,67,1,4,VRLA,Battery Concrete Bar,,,,11/11/2016 0:00,,,,,
LRD2089,EASTERN,BASE24,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,80,2,8,VRLA,Battery Concrete Bar,,,,01/27/18 00:00,,,,,
LRD2093,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD2095,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,AG12V155F,,155,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2097,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Fiamm,,SMG10 OPzV1000,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD2099,EASTERN,BASE30,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,42.7,1,4,VRLA,Battery Iron Bar,250,50mm,Copper,10/8/2020 0:00,,Fuse,Yes,,
LRD2101,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD2105,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,No,,,,,,150,12 volt,104.3,2,8,VRLA,Others,,,,,,,,BATTERY_BRAND,
LRD2106,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,64.84,2,8,VRLA,Battery Concrete Bar,,,,10/30/17 00:00,,,,,
LRD2107,SOUTHERN,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,No,Battery welded to rack,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD2109,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,No,Battery welded to rack,MSB,,MSG12-150UP PLUS,,150,12 volt,45,2,8,VRLA,Battery Hardening,,,,,,,,,
LRD2115,CENTRAL,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,54,2,8,VRLA,T5 Metal Plate,,,,1/12/2017 0:00,,,,,
LRD2116,NORTHERN,BASE16,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,41.5,2,8,VRLA,Battery Concrete Bar,,,,1/10/2019 0:00,,,,,
LRD2120,SARAWAK,BASE22,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,ACME F 2V400AH Eosg400,,400,2 volt,71,1,24,VRLA,Others,,,,,,,,,
LRD2121,NORTHERN,BASE15,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,55,2,2,VRLA,,,,,9/7/2021 0:00,,,,,
LRD2124,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48100A1,,100,48 volt,80,1,1,Lithium,T5 Metal Plate,,,,11/1/2019 0:00,,,,,
LRD2132,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,72.6,2,8,VRLA,Battery Concrete Bar,,,,03/24/17 00:00,,,,,
LRD2136,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,62,2,2,Lithium,,,,,08/13/20 00:00,,,,,
LRD2137,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,54,1,4,VRLA,Others,,,,,,,,,
LRD2138,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,Supersafe 12TD150F,,150,12 volt,72.5,2,8,VRLA,Battery Concrete Bar,,,,2/6/2021 0:00,,,,,
LRD2140,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,43.3,2,8,VRLA,T5 Metal Plate,,,,3/9/2018 0:00,,,,,
LRD2141,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,74.6,3,12,VRLA,Battery Concrete Bar,,,,7/4/2019 0:00,,,,,
LRD2144,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,,,MSB,,MSG12-200 ULTRA PLUS,,200,12 volt,,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD2145,CENTRAL,BASE32,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,91.4,1,4,VRLA,T5 Metal Plate,,,,09/19/18 00:00,,,,,
LRD2149,CENTRAL,BASE12,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,63,1,4,VRLA,Battery Concrete Bar,,,,01/20/21 00:00,,,,,
LRD2152,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,65.6,2,8,VRLA,Battery Concrete Bar,,,,07/14/17 00:00,,,,,
LRD2154,CENTRAL,BASE12,Active,Inbuilding,Room Reno-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,23.5,1,24,VRLA,Others,,,,,,,,,
LRD2155,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,59.4,1,4,VRLA,Battery Concrete Bar,,,,07/18/18 00:00,,,,,
LRD2157,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,Others,EosG600 2V600Ah ( C ),600,2 volt,56,1,24,VRLA,Others,,,,,,,,,
LRD2159,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,AG12V155F,,155,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2161,EASTERN,BASE10,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48100A1,,100,48 volt,81,1,1,Lithium,No Hardening,,,,11/1/2019 0:00,,,,,
LRD2169,EASTERN,BASE27,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,,,,,,,,,,,,,,,,,BATTERY_CAPACITY,
LRD2170,CENTRAL,BASE12,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,AG12V150S,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD2173,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48100A1,,100,48 volt,67,2,2,Lithium,T5 Metal Plate,,,,6/1/2019 0:00,,,,,
LRD2175,NORTHERN,BASE13,Active,Rooftop,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,56,1,24,VRLA,Others,,,,,,,,,
LRD2186,NORTHERN,BASE15,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,93,1,4,VRLA,Battery Concrete Bar,,,,07/24/17 00:00,,,,,
LRD2177,SOUTHERN,BASE19,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,110,1,4,VRLA,T5 Metal Plate,,,,02/20/20 00:00,,,,,
LRD2179,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2182,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,,,100,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2187,SARAWAK,BASE22,Active,Vacant Land,Outdoor-01,Battery-01,,,MSB,,MSG12-150TE,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD2188,CENTRAL,BASE9,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,59,2,8,VRLA,Others,,,,,,,,,
LRD2189,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,,,150,12 volt,54.2,1,4,VRLA,,,,,,,,,,
LRD2196,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2209,NORTHERN,BASE2,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Enersys,Genesis,12TD150F,,150,12 volt,102,3,12,VRLA,Battery Concrete Bar,,,,4/7/2019 0:00,,,,,
LRD2210,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD2211,CENTRAL,BASE32,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,82.4,3,12,VRLA,Others,,,,12/18/20 00:00,,,,,
LRD2219,SABAH,BASE33,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,AG12V150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2220,EASTERN,BASE10,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2221,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,90,1,4,VRLA,T5 Metal Plate,,,,12/22/17 00:00,,,,,
LRD2224,CENTRAL,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD2229,NORTHERN,BASE7,Active,Inbuilding,Room Reno-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,,2,8,VRLA,,,,,,,,,,
LRD2236,CENTRAL,BASE32,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,MPG12150F,,150,12 volt,72,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD2237,SOUTHERN,BASE14,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,94,2,8,VRLA,Battery Concrete Bar,,,,9/3/2019 0:00,,,,,
LRD2238,CENTRAL,BASE12,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,Supersafe 12TE150F,,150,12 volt,163.65,2,8,VRLA,Battery Concrete Bar,,,,02/21/18 00:00,,,,,
LRD2241,NORTHERN,BASE7,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,111.8,2,2,Lithium,T5 Metal Plate,,,,05/16/20 00:00,,,,,
LRD2242,CENTRAL,BASE9,Active,Rooftop,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,86,2,2,Lithium,,,,,8/5/2020 0:00,,,,,
LRD2243,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,No,,Narada,,12NDT150S,,150,12 volt,21.4,1,4,VRLA,,,,,,,,,,
LRD2471,CENTRAL,BASE12,Active,Inbuilding,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,27,1,4,VRLA,Battery Hardening,,,,,,,,,
LRD2473,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2474,EASTERN,BASE30,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,5/5/2021 0:00,,,,,
LRD2481,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,Others,,150,12 volt,78,1,4,VRLA,Others,,,,,,,,,
LRD2482,SOUTHERN,BASE4,Active,Rooftop,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2484,EASTERN,BASE30,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,,,150,12 volt,54.11,2,8,VRLA,,,,,3/5/2018 0:00,,,,,
LRD2485,SABAH,BASE23,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,81,2,8,VRLA,Battery Concrete Bar,,,,5/11/2019 0:00,,,,,
LRD2490,NORTHERN,BASE7,Active,Rooftop,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,62.6,1,24,VRLA,Others,,,,,,,,,
LRD2491,CENTRAL,BASE12,Active,Inbuilding,Cabin-01,Battery-01,Yes,,Narada,,,,150,12 volt,38,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD2493,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
LRD2496,EASTERN,BASE30,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT100S,,100,12 volt,48,2,8,VRLA,,,,,09/17/21 00:00,,,,,
LRD2498,SOUTHERN,BASE18,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Huawei,,ESM-48150B1,,150,48 volt,45,1,1,Lithium,T5 Metal Plate,,,,12/1/2019 0:00,,,,,
LRD2499,SOUTHERN,BASE19,Active,Rooftop,Cabin-01,Battery-01,,,Narada,,Others,EosG600 2V600Ah ( C ),600,2 volt,,1,24,VRLA,,,,,,,,,,
LRD2500,CENTRAL,BASE1,Active,Rooftop,Cabin-01,Battery-01,,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD2501,EASTERN,BASE30,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,57.6,1,4,VRLA,T5 Metal Plate,,,,03/14/19 00:00,,,,,
LRD2502,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,MPG12150F,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2508,NORTHERN,BASE13,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150UP PLUS,,150,12 volt,96.2,1,4,VRLA,Battery Concrete Bar,,,,,,,,,
LRD2515,CENTRAL,BASE9,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,AG12V150S,,150,12 volt,90.5,1,4,VRLA,Others,,,,,,,,,
LRD2517,SOUTHERN,BASE14,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT155S,,155,12 volt,82,1,4,VRLA,T5 Metal Plate,,,,12/29/16 00:00,,,,,
LRD2518,NORTHERN,BASE16,Active,Vacant Land,Cabin-01,Battery-01,,,Huawei,,Others,,150,12 volt,70,2,8,VRLA,Others,,,,,,,,,
LRD2526,CENTRAL,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,55.7,3,12,VRLA,Battery Concrete Bar,,,,11/19/18 00:00,,,,,
LRD2527,SOUTHERN,BASE20,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT155S,,155,12 volt,62.3,2,8,VRLA,Battery Hardening,,50mm,Copper,7/7/2017 0:00,,Breaker,,,
LRD2530,SOUTHERN,BASE14,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,12NDT155S,,155,12 volt,43.2,1,4,VRLA,T5 Metal Plate,,,,12/26/16 00:00,,,,,
LRD2531,SARAWAK,BASE22,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,MSB,,MSG12-100TE,,100,12 volt,,2,12,VRLA,,,,,,,,,,
LRD2532,EASTERN,BASE24,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,67,2,8,VRLA,No Hardening,,,,,,,,,
LRD2534,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,53,2,2,Lithium,T5 Metal Plate,,,,12/1/2019 0:00,,,,,
LRD2542,CENTRAL,BASE26,Active,,Room Reno-01,Battery-01,Yes,,Narada,,AG12V100F,,100,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2549,CENTRAL,BASE9,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150UP PLUS,,150,12 volt,60,2,8,VRLA,Battery Concrete Bar,,,,,,,,,
LRD2555,SOUTHERN,BASE19,Active,Vacant Land,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2556,SOUTHERN,BASE19,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,63,2,8,VRLA,Battery Concrete Bar,,,,08/18/16 00:00,,,,,
LRD2568,SOUTHERN,BASE4,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,73.2,2,8,VRLA,T5 Metal Plate,,,,7/5/2019 0:00,,,,,
LRD2559,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,54.7,2,8,VRLA,T5 Metal Plate,,,,12/5/2019 0:00,,,,,
LRD2562,SABAH,BASE17,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,6/7/2018 0:00,,,,,
LRD2566,EASTERN,BASE27,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,55,3,12,VRLA,Battery Concrete Bar,,,,2/5/2020 0:00,,,,,
LRD2569,SABAH,BASE36,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,53,1,4,VRLA,Others,,,,,,,,,
LRD2575,CENTRAL,BASE9,Active,Inbuilding,Cabin-01,Battery-01,,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD2582,EASTERN,BASE10,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,33.2,2,8,VRLA,Battery Concrete Bar,,,,1/11/2020 0:00,,,,,
LRD2583,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,,1,8,VRLA,,,,,,,,,,
LRD2585,SOUTHERN,BASE6,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,56,2,8,VRLA,Battery Hardening,,95mm,Aluminium,05/19/17 00:00,,,,,
LRD2587,EASTERN,BASE27,Active,Vacant Land,Outdoor-01,Battery-01,,,MSB,,MSG12-150TE,,150,12 volt,,1,4,VRLA,Battery Iron Bar,,,,,,,,,
LRD2589,CENTRAL,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2596,SOUTHERN,BASE4,Active,Inbuilding,Cabin-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2600,NORTHERN,BASE7,Active,Rooftop,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150TE,,150,12 volt,78.9,2,8,VRLA,Battery Concrete Bar,,,,04/29/16 00:00,,,,,
LRD2604,CENTRAL,BASE7,Active,Rooftop,Cabin-01,Battery-01,Yes,,Tudor,,SAFETY 10 OPzV1000,,1000,2 volt,61.7,1,24,VRLA,Others,,,,,,,,,
LRD2606,CENTRAL,BASE12,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2607,NORTHERN,BASE7,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,MSG12-150UP PLUS,,150,12 volt,78,2,8,VRLA,Others,,,,,,,,,
LRD2608,SABAH,BASE25,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,GFMJ-1000A,,1000,2 volt,,1,24,VRLA,,,,,,,,,,
LRD2609,CENTRAL,BASE9,Active,Inbuilding,Outdoor-01,Battery-01,,,Narada,,AG12V155F,,155,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2610,CENTRAL,BASE9,Active,Inbuilding,Outdoor-01,Battery-01,Yes,,Enersys,,Supersafe 12TE100F,,100,12 volt,,1,4,VRLA,No Hardening,,,,,,,,,
LRD2612,CENTRAL,BASE12,Active,Rooftop,Cabin-01,Battery-01,,,Fiamm,,SMG10 OPzV1000,,1000,2 volt,72,1,24,VRLA,Battery Hardening,,,,,,,,,
LRD2614,EASTERN,BASE10,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,71.5,1,4,VRLA,Battery Concrete Bar,,,,01/15/20 00:00,,,,,
LRD2621,SABAH,BASE29,Active,Vacant Land,Cabin-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD2624,NORTHERN,BASE7,Active,Rooftop,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,95.7,2,8,VRLA,Battery Concrete Bar,,,,2/3/2017 0:00,,,,,
LRD2633,NORTHERN,BASE13,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Huawei,,ESM-48150A1,,150,48 volt,94.4,3,3,Lithium,Battery Concrete Bar,,,,12/1/2019 0:00,,,,,
LRD2640,SOUTHERN,BASE14,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,,,150,12 volt,48.2,2,8,VRLA,,,,,,,,,,
LRD2642,CENTRAL,BASE1,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,48NPFC100,,100,48 volt,60.4,2,2,Lithium,No Hardening,,,,04/20/22 00:00,,,,,
LRD2643,CENTRAL,BASE6,Active,Vacant Land,Outdoor-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,54.4,2,2,Lithium,,,,,7/6/2020 0:00,,,,,
LRD2644,SOUTHERN,BASE4,Active,Vacant Land,Cabin-01,Battery-01,,,Huawei,,ESM-48150B1,,150,48 volt,48.55,1,1,Lithium,Battery Concrete Bar,,,,12/1/2019 0:00,,,,,
LRD2645,NORTHERN,BASE2,Active,Rooftop,Outdoor-01,Battery-01,,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2654,SARAWAK,BASE8,Active,Vacant Land,Cabin-01,Battery-01,,,Sonnenschein,,Others,6 OPzV600,600,2 volt,,1,24,VRLA,,,,,,,,,,
LRD2655,CENTRAL,BASE32,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,126,2,8,VRLA,Battery Concrete Bar,,,,07/23/19 00:00,,,,,
LRD2656,SARAWAK,BASE11,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,GFMJ-400A,,400,2 volt,,1,24,VRLA,,,,,,,,,,
LRD2657,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,Yes,,Narada,,AG12V100F,,100,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2660,CENTRAL,BASE12,Active,Rooftop,Cabin-01,Battery-01,,,MSB,,MSG12-150UP PLUS,,150,12 volt,,2,8,VRLA,,,,,,,,,,
LRD2662,CENTRAL,BASE1,Active,Inbuilding,Outdoor-01,Battery-01,,,MSB,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2665,SABAH,BASE17,Active,Vacant Land,Cabin-01,Battery-01,,,Narada,,12NDT150S,,150,12 volt,41,1,4,VRLA,Battery Concrete Bar,,,,07/26/19 00:00,,,,,
LRD2666,NORTHERN,BASE13,Active,Vacant Land,Outdoor-01,Battery-01,,,Enersys,,12TD150F,,150,12 volt,145,3,12,VRLA,Battery Concrete Bar,,,,09/19/19 00:00,,,,,
LRD2667,NORTHERN,BASE16,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Narada,,12NDT150S,,150,12 volt,84.3,3,12,VRLA,Battery Concrete Bar,,,,07/17/19 00:00,,,,,
LRD2669,NORTHERN,BASE16,Active,Rooftop,Cabin-01,Battery-01,Yes,,Enersys,,12TD150F,,150,12 volt,60,2,8,VRLA,Battery Concrete Bar,,,,12/20/18 00:00,,,,,
LRD2675,CENTRAL,BASE12,Active,Vacant Land,Cabin-01,Battery-01,Yes,,MSB,,,,150,12 volt,80,3,12,VRLA,Battery Concrete Bar,,,,1/5/2012 0:00,,,,,
LRD2679,SOUTHERN,BASE20,Active,Vacant Land,Outdoor-01,Battery-01,,,Narada,,,,150,12 volt,,1,4,VRLA,,,,,,,,,,
LRD2684,CENTRAL,BASE9,Active,Vacant Land,Cabin-01,Battery-01,Yes,,Hoppecke,,NET.POWER 12V150,,150,12 volt,120,2,8,VRLA,Others,,,,,,,,,
LRD2694,CENTRAL,BASE1,Active,Rooftop,Outdoor-01,Battery-01,Yes,,Sacredsun,,FTA12-150,,150,12 volt,,1,4,VRLA,T5 Metal Plate,,,,,,,,,
